 Rank  Player  Age  Elo  HardRaw  ClayRaw  GrassRaw  hElo  cElo  gElo  Peak Match  Peak Age  Peak Elo  
 376  Steven Diez  32.8  1359.0  1271.3  1370.5  1267.4  1315.2  1364.8  1313.2  2019 Ningbo CH SF  28.5  1602.2  
 377  Yan Bai  34.6  1358.6  1279.6  1309.3  1349.2  1319.1  1334.0  1353.9  2016 Kyoto CH R32  26.7  1509.0  
 378  Stefanos Sakellaridis  19.2  1358.5  1350.0  1402.1  1500.0  1354.2  1380.3  1429.2  2023 United Cup RR  18.3  1575.0  
 379  Mika Brunold  19.1  1357.2  1351.8  1179.5  -  1354.5  1268.3  1378.6  2023 Biel-Bienne CH R16  18.4  1485.6  
 380  Gianmarco Ferrari  22.8  1355.0  1254.8  1262.8  -  1304.9  1308.9  1377.5  2022 Cordenons CH R32  21.8  1409.8  
 381  Kaichi Uchida  29.3  1354.5  1291.4  1292.0  1427.3  1323.0  1323.3  1390.9  2023 Madrid Qual  28.6  1535.6  
 382  Luke Saville  29.9  1353.4  1280.9  1083.6  1411.2  1317.1  1218.5  1382.3  2014 Traralgon2 CH QF  20.7  1564.1  
 383  Matheus Pucinelli De Almeida  22.6  1353.3  1200.8  1330.2  1402.0  1277.0  1341.8  1377.7  2022 Concepcion CH R16  20.9  1633.1  
 384  Charles Broom  25.6  1350.8  1229.3  -  1392.1  1290.1  1285.4  1371.5  2023 Grodzisk Mazowiecki CH R32  25.3  1444.4  
 385  Gerard Campana Lee  19.1  1350.3  -  1309.8  -  1285.2  1330.0  1375.2  2023 Liberec CH QF  18.8  1445.0  
 386  Cannon Kingsley  22.5  1350.2  1322.0  1182.6  -  1336.1  1266.4  1375.1  2023 Columbus CH QF  22.3  1447.0  
 387  Francesco Forti  24.2  1349.1  1330.2  1220.1  -  1339.7  1284.6  1374.5  2019 San Benedetto CH R32  19.9  1461.4  
 388  Yanki Erel  23.1  1348.3  1341.3  1149.2  1371.1  1344.8  1248.7  1359.7  2021 Manama CH QF  21.1  1454.4  
 389  Eliot Spizzirri  21.8  1346.7  1280.3  -  1353.5  1313.5  1283.4  1350.1  2023 Us Open Qual  21.6  1434.2  
 390  Alvaro Lopez San Martin  26.1  1342.5  -  1333.0  -  1281.3  1337.8  1371.3  2023 Perugia CH R32  26.0  1482.7  
 391  Michael Geerts  28.9  1336.8  1278.3  1356.6  1335.5  1307.6  1346.7  1336.1  2022 El Espinar CH QF  27.5  1525.5  
 392  Nikolas Sanchez Izquierdo  24.8  1336.7  1145.4  1312.8  -  1241.1  1324.8  1368.4  2022 Troyes CH R16  23.2  1503.5  
 393  David Jorda Sanchis  29.4  1334.8  1263.9  1335.3  -  1299.4  1335.1  1367.4  2023 Segovia CH R16  29.1  1480.9  
 394  James Trotter  24.4  1327.2  1295.9  -  -  1311.6  1273.6  1363.6  2024 Indian Wells 1 CH R32  24.4  1396.4  
 395  Ergi Kirkin  24.7  1324.5  1245.3  1277.7  1372.7  1284.9  1301.1  1348.6  2022 Shymkent 1 CH QF  23.2  1491.5  
 396  Gonzalo Lama  30.5  1321.8  1184.5  1288.4  1314.4  1253.2  1305.1  1318.1  2016 Sao Paulo CH F  22.9  1595.2  
 397  Daniel Michalski  23.9  1321.4  1387.1  1278.2  1500.0  1354.2  1299.8  1410.7  2018 Sopot CH R32  18.5  1576.1  
 398  Alexey Vatutin  31.0  1321.3  1281.6  1256.3  1328.2  1301.4  1288.8  1324.8  2018 Marrakech R16  25.4  1623.5  
 399  Hiroki Moriya  33.2  1318.7  1258.9  1153.4  1348.7  1288.8  1236.0  1333.7  2012 Brisbane Qual  22.2  1569.9  
 400  Nam Hoang Ly  26.6  1317.9  1249.7  1176.3  -  1283.8  1247.1  1359.0  2019 Da Nang CH R64  21.8  1464.9  
 401  Orlando Luz  25.9  1317.2  1058.4  1289.3  -  1187.8  1303.3  1358.6  2021 San Marino CH SF  23.4  1460.4  
 402  Louis Wessels  25.1  1316.8  1093.1  1312.3  1356.1  1204.9  1314.6  1336.4  2023 Augsburg CH R32  24.9  1400.5  
 403  Sebastian Fanselow  32.0  1315.9  1294.2  1251.7  -  1305.0  1283.8  1357.9  2019 Burnie CH R16  27.0  1565.7  
 404  Pol Martin Tiffon  24.4  1312.8  1144.6  1303.1  -  1228.7  1307.9  1356.4  2021 Quito CH QF  22.1  1486.4  
 405  Mathys Erhard  22.0  1312.4  1174.1  1307.5  -  1243.2  1309.9  1356.2  2023 Prague CH R32  21.8  1354.8  
 406  Viktor Durasovic  26.6  1309.5  1263.5  1280.1  1331.4  1286.5  1294.8  1320.5  2014 Davis Cup G2 R1  16.8  1465.5  
 407  Nicolas Mejia  23.7  1309.4  1255.3  1297.7  -  1282.3  1303.6  1354.7  2021 Los Cabos Qual  21.4  1523.9  
 408  Alexander Weis  26.7  1309.3  1201.4  1258.6  -  1255.3  1284.0  1354.7  2023 Skopje CH R16  26.0  1420.0  
 409  Aidan Mayo  20.6  1304.4  1235.1  1192.1  -  1269.8  1248.3  1352.2  2023 Charlottesville CH SF  20.4  1477.4  
 410  Nicholas David Ionel  21.2  1304.1  1157.6  1291.4  1318.9  1230.9  1297.8  1311.5  2023 Tunis CH R32  20.5  1491.4  
 411  Max Houkes  23.5  1303.9  1206.4  1275.4  -  1255.2  1289.7  1352.0  2022 Amersfoort CH R16  22.0  1412.6  
 412  Karl Friberg  24.6  1303.6  1201.6  1298.2  -  1252.6  1300.9  1351.8  2023 Troisdorf CH R32  24.1  1344.4  
 413  Arklon Huertas Del Pino  29.3  1299.5  -  1254.1  -  1259.8  1276.8  1349.8  2023 Lima CH R16  29.0  1371.1  
 414  Christian Langmo  27.6  1294.6  1234.2  1135.8  -  1264.4  1215.2  1347.3  2023 Cuernavaca CH QF  26.8  1400.2  
 415  Dan Added  24.7  1293.1  1234.6  1195.4  -  1263.8  1244.2  1346.5  2023 Saint Brieuc CH SF  23.9  1501.2  
 416  Blake Ellis  25.0  1292.4  1238.9  -  -  1265.7  1256.2  1346.2  2018 Kyoto CH QF  19.1  1479.0  
 417  Lucas Gerch  29.0  1290.9  1261.4  1244.0  -  1276.1  1267.4  1345.5  2022 Champaign CH R32  27.9  1527.5  
 418  Eduardo Ribeiro  25.6  1289.7  1094.0  1309.4  -  1191.9  1299.5  1344.8  2023 Medellin CH QF  25.2  1439.8  
 419  Strong Kirchheimer  28.7  1288.7  1247.6  1110.6  -  1268.2  1199.6  1344.3  2023 Cary CH R32  28.3  1361.6  
 420  Henrique Rocha  19.7  1286.1  1188.3  1287.4  -  1237.2  1286.7  1343.0  2023 Porto CH R32  19.3  1419.4  
 421  Jose Pereira  32.6  1284.8  1189.7  1255.8  -  1237.3  1270.3  1342.4  2022 Savannah CH R16  31.2  1364.3  
 422  Juan Bautista Torres  21.7  1283.9  1180.3  1254.0  -  1232.1  1269.0  1342.0  2022 Todi CH R32  20.2  1573.7  
 423  Carlos Sanchez Jover  23.4  1282.5  1179.4  1257.9  -  1230.9  1270.2  1341.2  2022 Zadar CH QF  21.6  1428.0  
 424  Mateus Alves  22.9  1281.4  1212.0  1246.4  -  1246.7  1263.9  1340.7  2022 Mexico City CH R16  21.1  1357.1  
 425  Filip Cristian Jianu  22.1  1280.8  1359.1  1203.4  1439.1  1319.9  1242.1  1359.9  2019 Sibiu CH R32  17.9  1617.3  
 426  Arthur Weber  31.6  1278.7  1189.9  -  -  1234.3  1249.4  1339.4  2023 Zhuhai CH F  31.2  1542.5  
 427  Joao Domingues  30.2  1276.8  1188.6  1250.1  1240.3  1232.7  1263.4  1258.5  2019 Braga CH F  25.5  1647.1  
 428  Olukayode Alafia Damina Ayeni  24.2  1275.0  1245.5  -  1345.2  1260.2  1247.5  1310.1  2023 Nonthaburi 1 CH R32  23.3  1337.4  
 429  Daniel Dutra Da Silva  35.2  1270.8  1118.7  1235.3  -  1194.8  1253.0  1335.4  2008 Seville CH R32  20.1  1482.7  
 430  Rigele Te  26.0  1270.7  1168.6  1340.3  -  1219.7  1305.5  1335.4  2023 Davis Cup WG2 R1  25.9  1304.8  
 431  Dominik Palan  23.2  1269.6  1226.0  -  -  1247.8  1244.8  1334.8  2023 Gwangju CH R32  22.5  1428.8  
 432  Adolfo Daniel Vallejo  19.5  1264.2  1314.2  1251.7  1500.0  1289.2  1258.0  1382.1  2020 Davis Cup WG2 PO  15.8  1517.0  
 433  Gonzalo Villanueva  29.0  1259.6  1134.9  1243.1  -  1197.3  1251.4  1329.8  2022 Salvador De Bahia CH QF  27.2  1441.2  
 434  Kalin Ivanovski  19.5  1255.7  1221.0  1214.3  -  1238.4  1235.0  1327.9  2023 Iasi CH R16  19.1  1306.8  
 435  Colin Sinclair  29.0  1253.6  1206.9  1105.0  -  1230.3  1179.3  1326.8  2018 Noumea CH R32  24.0  1348.3  
 436  Mikalai Haliak  25.4  1251.0  1212.7  -  -  1231.9  1235.5  1325.5  2023 Shanghai CH R32  25.0  1365.8  
 437  Pedro Boscardin Dias  20.7  1250.5  1117.0  1239.4  -  1183.8  1245.0  1325.3  2022 Coquimbo CH SF  19.2  1414.6  
 438  Sasi Kumar Mukund  26.7  1248.0  1206.7  1153.5  1327.0  1227.3  1200.8  1287.5  2019 Chennai CH QF  22.0  1459.3  
 439  Conner Huertas Del Pino  27.9  1247.6  1218.1  1186.7  -  1232.9  1217.1  1323.8  2023 Temuco CH R32  27.9  1281.7  
 440  Marek Gengel  28.0  1246.9  1248.4  1113.6  1361.3  1247.7  1180.3  1304.1  2023 Nonthaburi 2 CH R16  27.3  1490.8  
 441  Benjamin Lock  30.8  1243.7  1172.7  1340.3  1426.9  1208.2  1292.0  1335.3  2015 Davis Cup G2 PO  22.3  1541.9  
 442  Yusuke Takahashi  26.2  1229.1  1185.7  1194.2  -  1207.4  1211.6  1314.5  2018 Burnie CH R16  20.2  1446.2  
 443  Jose Rubin Statham  36.6  1226.7  1171.7  1259.2  1380.1  1199.2  1242.9  1303.4  2007 Auckland Qual  19.7  1565.0  
 444  Filip Peliwo  29.7  1221.4  1181.4  1263.4  1324.7  1201.4  1242.4  1273.1  2018 Busan CH QF  24.2  1585.2  
 445  Nick Chappell  30.9  1212.6  1179.5  1065.3  1355.2  1196.0  1139.0  1283.9  2021 Potchefstroom 1 CH QF  28.3  1444.2  
 446  Matias Soto  24.7  1210.4  1153.8  1192.6  -  1182.1  1201.5  1305.2  2023 Medellin CH R16  24.1  1370.1  
 447  Elmar Ejupovic  30.6  1208.9  1215.9  1150.1  -  1212.4  1179.5  1304.5  2023 Leon CH R16  30.1  1459.3  
 448  Alex Barrena  21.2  1205.1  -  1186.3  -  1212.5  1195.7  1302.5  2022 Corrientes CH R32  19.6  1302.3  
 449  Evan Zhu  25.4  1194.5  1140.2  1262.8  1255.7  1167.3  1228.7  1225.1  2023 Palmas Del Mar CH R32  24.8  1377.4  
 450  Matias Franco Descotte  29.3  1185.5  1172.2  1169.7  -  1178.9  1177.6  1292.8  2019 Santiago CH R64  24.5  1539.5  
 451  Bruno Kuzuhara  19.7  1178.0  1185.0  1092.5  -  1181.5  1135.3  1289.0  2022 Us Open Qual  18.4  1247.6  
 452  Ignacio Monzon  25.7  1175.6  -  1158.1  -  1197.8  1166.8  1287.8  2022 Corrientes CH R32  24.4  1256.5  
 453  Rodrigo Pacheco Mendez  18.5  1162.8  1135.5  1114.2  -  1149.1  1138.5  1281.4  2022 Acapulco Qual  16.8  1210.7  
 454  Wilson Leite  32.0  1093.7  1027.1  1108.5  -  1060.4  1101.1  1246.9  2013 Rio de Janeiro CH R32  21.7  1394.0  
 455  Naoki Nakagawa  27.0  1074.7  1069.0  1012.8  -  1071.9  1043.8  1237.4  2014 Sarasota CH R32  17.3  1205.6  
 456  Leo Borg  20.4  1061.8  1043.3  1115.8  -  1052.6  1088.8  1230.9  2020 Bergamo CH R64  16.7  1193.9    
